Location,date,total_cases,total_deaths,DeathPercentage
Azerbaijan,6/1/2020,5662,68,0.0006706660058633962
Azerbaijan,6/2/2020,5935,71,0.0007002542120044283
Azerbaijan,6/3/2020,6260,76,0.0007495678889061487
Azerbaijan,6/4/2020,6522,78,0.0007692933596668368
Azerbaijan,6/5/2020,6860,82,0.000808744301188213
Azerbaijan,6/6/2020,7239,84,0.0008284697719489011
Azerbaijan,6/7/2020,7553,88,0.0008679207134702774
Azerbaijan,6/8/2020,7876,93,0.0009172343903719978
Azerbaijan,6/9/2020,8191,98,0.000966548067273718
Azerbaijan,6/10/2020,8530,102,0.0010059990087950943
Azerbaijan,6/11/2020,8882,108,0.0010651754210771586
Azerbaijan,6/12/2020,9218,113,0.001114489097978879
Azerbaijan,6/13/2020,9570,115,0.001134214568739567
Azerbaijan,6/14/2020,9957,119,0.0011736655102609433
Azerbaijan,6/15/2020,10324,122,0.0012032537164019756
Azerbaijan,6/16/2020,10662,126,0.0012427046579233517
Azerbaijan,6/17/2020,10991,133,0.0013117438055857602
Azerbaijan,6/18/2020,11329,139,0.0013709202178678246
Azerbaijan,6/19/2020,11767,143,0.0014103711593892007
Azerbaijan,6/20/2020,12238,148,0.0014596848362909212
Azerbaijan,6/21/2020,12729,154,0.0015188612485729854
Azerbaijan,6/22/2020,13207,161,0.0015879003962353938
Azerbaijan,6/23/2020,13715,167,0.0016470768085174582
Azerbaijan,6/24/2020,14305,174,0.0017161159561798667
Azerbaijan,6/25/2020,14852,180,0.001775292368461931
Azerbaijan,6/26/2020,15369,187,0.0018443315161243395
Azerbaijan,6/27/2020,15890,193,0.0019035079284064039
Azerbaijan,6/28/2020,16424,198,0.0019528216053081241
Azerbaijan,6/29/2020,16968,206,0.0020317234883508767
Azerbaijan,6/30/2020,17524,213,0.0021007626360132854
Azerbaijan,7/1/2020,18112,220,0.0021698017836756936
Azerbaijan,7/2/2020,18684,228,0.002248703666718446
Azerbaijan,7/3/2020,19267,235,0.0023177428143808547
Azerbaijan,7/4/2020,19801,241,0.002376919226662919
Azerbaijan,7/5/2020,20324,250,0.0024656838450860153
Azerbaijan,7/6/2020,20837,258,0.0025445857281287676
Azerbaijan,7/7/2020,21374,265,0.0026136248757911763
Azerbaijan,7/8/2020,21916,274,0.0027023894942142727
Azerbaijan,7/9/2020,22464,284,0.0028010168480177133
Azerbaijan,7/10/2020,22990,292,0.002879918731060466
Azerbaijan,7/11/2020,23521,298,0.00293909514334253
Azerbaijan,7/12/2020,24041,306,0.0030179970263852825
Azerbaijan,7/13/2020,24570,313,0.0030870361740476917
Azerbaijan,7/14/2020,25113,319,0.003146212586329756
Azerbaijan,7/15/2020,25672,326,0.003215251733992164
Azerbaijan,7/16/2020,26165,334,0.0032941536170349164
Azerbaijan,7/17/2020,26636,341,0.003363192764697325
Azerbaijan,7/18/2020,27133,349,0.0034420946477400774
Azerbaijan,7/19/2020,27521,354,0.0034914083246417975
Azerbaijan,7/20/2020,27890,363,0.0035801729430648944
Azerbaijan,7/21/2020,28242,376,0.0037083885030093668
Azerbaijan,7/22/2020,28633,385,0.0037971531214324636
